Date,URL,Clicks,Impressions,Avg Position,Status
2025-06-09,https://ycharts.com/TSLA/pe_ratio,0,0,0,No data
2025-06-09,https://ycharts.com/companies/GOOG/pe_ratio,25,8243,8.47,Success
2025-06-09,https://ycharts.com/companies/GBTC/discount_or_premium_to_nav,46,2905,9.88,Success
2025-06-09,https://ycharts.com/companies/NVDA/pe_ratio,34,16616,9.4,Success
2025-06-09,https://ycharts.com/companies/BRK.B/price_to_book_value,49,3815,11.28,Success
2025-06-09,https://ycharts.com/companies/UUUU,0,0,0,No data
2025-06-09,https://ycharts.com/companies/UNH/pe_ratio,3,1059,6.98,Success
2025-06-09,https://ycharts.com/companies/BRK.A/price_to_book_value,31,499,6.88,Success
2025-06-09,https://ycharts.com/companies/NDAQ/pe_ratio,36,1830,7.97,Success
2025-06-09,https://ycharts.com/companies/GSOL/discount_or_premium_to_nav,17,82,7.05,Success
2025-06-09,https://ycharts.com/companies/NVDA/chart/,0,10335,11.78,Success
2025-06-09,https://ycharts.com/companies/UNH/stock_buyback,11,225,3.66,Success
2025-06-09,https://ycharts.com/companies/AAPL/pe_ratio,23,19300,10.62,Success
2025-06-09,https://ycharts.com/companies/NVDA,15,22979,13.09,Success
2025-06-09,https://ycharts.com/companies/CHEK/market_cap,20,996,35.66,Success
2025-06-09,https://ycharts.com/companies/QQQ,3,1253,12.99,Success
2025-06-09,https://ycharts.com/companies/RY.TO/dividend,9,1621,9.22,Success
2025-06-09,https://ycharts.com/companies/UAMY/price,11,483,11.18,Success
2025-06-09,https://ycharts.com/companies/TSLA,9,48441,12.35,Success
2025-06-09,https://ycharts.com/companies/SPY,6,4082,12.71,Success
2025-06-09,https://ycharts.com/companies/BCE.TO/dividend,15,1585,9.18,Success
2025-06-09,https://ycharts.com/companies/TLT/dividend_yield,19,1574,7.78,Success
2025-06-09,https://ycharts.com/companies/AAPL,9,30331,12.86,Success
2025-06-09,https://ycharts.com/companies/LVMHF/pe_ratio,36,368,3.49,Success
2025-06-09,https://ycharts.com/companies/BNS.TO/dividend,20,2131,8.55,Success
2025-06-09,https://ycharts.com/companies/DWAC,27,1167,8.78,Success
2025-06-09,https://ycharts.com/companies/CLM/net_asset_value,1,65,7.2,Success
2025-06-09,https://ycharts.com/companies/VDY.TO/dividend,22,1176,7.16,Success
2025-06-09,https://ycharts.com/companies/SCHD/dividend_yield,10,3854,9.04,Success
2025-06-09,https://ycharts.com/companies/META/pe_ratio,5,4185,9.09,Success
2025-06-09,https://ycharts.com/companies/UNH,0,294,15.06,Success
2025-06-09,https://ycharts.com/companies/SGOV/dividend_yield,15,2592,7.25,Success
2025-06-09,https://ycharts.com/companies/TD.TO/dividend,5,788,8.9,Success
2025-06-09,https://ycharts.com/companies/PLTR/ps_ratio,7,41444,11.95,Success
2025-06-09,https://ycharts.com/companies/X/price,20,2340,19.63,Success
2025-06-09,https://ycharts.com/companies/AMZN/pe_ratio,8,24815,11.79,Success
2025-06-09,https://ycharts.com/companies/PLTR/chart/,0,40959,12.07,Success
2025-06-09,https://ycharts.com/companies/AAPL/stock_buyback,11,523,9.65,Success
2025-06-09,https://ycharts.com/companies/IONQ/chart/,0,0,0,No data
2025-06-09,https://ycharts.com/companies/BYDDF/pe_ratio,11,589,4.19,Success
2025-06-09,https://ycharts.com/companies/NVDA/average_volume_30,11,1049,4.75,Success
2025-06-09,https://ycharts.com/companies/XCCC/dividend,29,604,5.79,Success
2025-06-09,https://ycharts.com/companies/JSEJF/market_cap,0,3508,6.44,Success
2025-06-09,https://ycharts.com/companies/HSAV.TO/discount_or_premium_to_nav,15,477,8.05,Success
2025-06-09,https://ycharts.com/companies/GB/chart/,17,137,3.36,Success
2025-06-09,https://ycharts.com/companies/CPN,14,369,7.54,Success
2025-06-09,https://ycharts.com/companies/JEPI/dividend_yield,10,5711,6.32,Success
2025-06-09,https://ycharts.com/companies/T.TO/dividend,12,1513,9.63,Success
2025-06-09,https://ycharts.com/companies/XEI.TO/dividend,15,646,7.38,Success
2025-06-09,https://ycharts.com/companies/SPY/average_volume_30,17,873,5.92,Success
2025-06-09,https://ycharts.com/companies/WMT/profit_margin,2,578,7.11,Success
2025-06-09,https://ycharts.com/companies/GP/chart/,21,1374,6.36,Success
2025-06-09,https://ycharts.com/companies/ETHE/discount_or_premium_to_nav,8,1075,11.08,Success
2025-06-09,https://ycharts.com/companies/GOOG,4,8396,14.39,Success
2025-06-09,https://ycharts.com/companies/MSTY/total_assets_under_management,13,145,4.83,Success
2025-06-09,https://ycharts.com/companies/IBIT/discount_or_premium_to_nav,11,174,5.76,Success
2025-06-09,https://ycharts.com/companies/BRK.B,10,8352,11.61,Success
2025-06-09,https://ycharts.com/companies/AMZN,4,46347,12.22,Success
2025-06-09,https://ycharts.com/companies/BRK.A/stock_buyback,13,219,5.56,Success
2025-06-09,https://ycharts.com/companies/VFV.TO/dividend,19,870,6.36,Success
2025-06-09,https://ycharts.com/companies/VTI,3,4833,12.21,Success
2025-06-09,https://ycharts.com/companies/ARKK,6,4692,11.44,Success
2025-06-09,https://ycharts.com/companies/ARKK/total_assets_under_management,9,318,12.88,Success
2025-06-09,https://ycharts.com/companies/NVDA/stock_buyback,9,337,5.9,Success
2025-06-09,https://ycharts.com/companies/RNMBY/pe_ratio,6,524,3.92,Success
2025-06-09,https://ycharts.com/companies/AAPL/average_volume_30,6,499,6.76,Success
2025-06-09,https://ycharts.com/companies/IBIT/total_assets_under_management,12,214,6,Success
2025-06-09,https://ycharts.com/companies/MSTY/discount_or_premium_to_nav,8,274,7.27,Success
2025-06-09,https://ycharts.com/companies/MSFT/pe_ratio,9,30873,11.59,Success
2025-06-09,https://ycharts.com/companies/MSTR/shares_outstanding,3,775,10.32,Success
2025-06-09,https://ycharts.com/companies/GOOGL/stock_buyback,6,281,6.5,Success
2025-06-09,https://ycharts.com/companies/TRAC/shares_outstanding,8,156,23.51,Success
2025-06-09,https://ycharts.com/companies/PLTR,4,51157,11.86,Success
2025-06-09,https://ycharts.com/companies/PLTR/pe_ratio,7,43429,11.73,Success
2025-06-09,https://ycharts.com/companies/TSLA/average_volume_30,12,543,5.88,Success
2025-06-09,https://ycharts.com/companies/BANK.TO/dividend,13,235,10.11,Success
2025-06-09,https://ycharts.com/companies/NVO/pe_ratio,6,1098,5.88,Success
2025-06-09,https://ycharts.com/companies/TSLA/market_cap,3,33671,11.55,Success
2025-06-09,https://ycharts.com/companies/TSM/pe_ratio,5,1264,4.56,Success
2025-06-09,https://ycharts.com/companies/CASH.TO,3,2457,8.77,Success
2025-06-09,https://ycharts.com/companies/TSLA/chart/,0,34599,12.26,Success
2025-06-09,https://ycharts.com/companies/DOW/pe_ratio,0,365,6.82,Success
2025-06-09,https://ycharts.com/companies/MSFT,6,38754,12.92,Success
2025-06-09,https://ycharts.com/companies/SHEL/shares_outstanding,10,138,25.19,Success
2025-06-09,https://ycharts.com/companies/HACK/chart/,8,113,4.88,Success
2025-06-09,https://ycharts.com/companies/MSTR,2,396,17.19,Success
2025-06-09,https://ycharts.com/companies/AAPL/shares_outstanding,6,1914,6.56,Success
2025-06-09,https://ycharts.com/companies/INTC/pe_ratio,8,4191,11.49,Success
2025-06-09,https://ycharts.com/companies/XDIV.TO/dividend,9,373,8.54,Success
2025-06-09,https://ycharts.com/companies/AAPL/market_cap,5,21827,10.8,Success
2025-06-09,https://ycharts.com/companies/AGNC/chart/,0,0,0,No data
2025-06-09,https://ycharts.com/companies/ASML/pe_ratio,8,1148,5.57,Success
2025-06-09,https://ycharts.com/companies/BIL/dividend_yield,14,1776,6.39,Success
2025-06-09,https://ycharts.com/companies/BCE/dividend_yield,8,228,11.54,Success
2025-06-09,https://ycharts.com/companies/NFLX/pe_ratio,4,753,6.74,Success
2025-06-09,https://ycharts.com/companies/SPY/dividend_yield,9,2367,6.9,Success
2025-06-09,https://ycharts.com/companies/VXUS/dividend_yield,4,828,5.85,Success
2025-06-09,https://ycharts.com/companies/COIN/pe_ratio,4,341,4.82,Success
2025-06-09,https://ycharts.com/companies/GOOGL,3,25317,9.29,Success
2025-06-09,https://ycharts.com/companies/JEPQ/dividend,8,4082,10.27,Success
2025-06-09,https://ycharts.com/companies/AMZN/chart/,1,22261,12.44,Success
2025-06-09,https://ycharts.com/companies/WCP.TO/dividend,10,714,9.02,Success
2025-06-09,https://ycharts.com/companies/BRK.B/pe_ratio,12,3489,10.95,Success
2025-06-09,https://ycharts.com/companies/NVDA/market_cap,5,13506,10.16,Success
2025-06-09,https://ycharts.com/companies/AMZN/stock_buyback,5,146,5.24,Success
2025-06-09,https://ycharts.com/companies/CPT/chart/,8,113,3.81,Success
2025-06-09,https://ycharts.com/companies/BRK.A/chart/,0,0,0,No data
2025-06-09,https://ycharts.com/companies/ENB.TO/dividend,17,2716,10.51,Success
2025-06-09,https://ycharts.com/companies/MARA/market_cap,1,399,7.06,Success
2025-06-09,https://ycharts.com/companies/WMT/gross_profit_margin,0,273,7.14,Success
2025-06-09,https://ycharts.com/companies/WMT/pe_ratio,4,3575,11.42,Success
2025-06-09,https://ycharts.com/companies/CNXX,16,866,12.73,Success
2025-06-09,https://ycharts.com/companies/MSTY/dividend,7,902,12.56,Success
2025-06-09,https://ycharts.com/companies/AVGO,2,8236,12.37,Success
2025-06-09,https://ycharts.com/companies/MSFT/chart/,0,26881,12.03,Success
2025-06-09,https://ycharts.com/companies/FTS.TO/dividend,11,654,8.63,Success
2025-06-09,https://ycharts.com/companies/SMCI/pe_ratio,5,652,6.37,Success
2025-06-09,https://ycharts.com/companies/BRK.A/cash_on_hand,3,175,11.37,Success
2025-06-09,https://ycharts.com/companies/CASH.TO/dividend_yield,8,982,6.24,Success
2025-06-09,https://ycharts.com/companies/CRWV,0,0,0,No data
2025-06-09,https://ycharts.com/companies/PYPL/shares_outstanding,12,157,5.88,Success
2025-06-09,https://ycharts.com/companies/CLSK/market_cap,1,62,9.97,Success
2025-06-09,https://ycharts.com/companies/LBLCF/gross_profit_margin,1,13,5.31,Success
2025-06-09,https://ycharts.com/companies/VNQ/dividend_yield,2,1367,5.55,Success
2025-06-09,https://ycharts.com/companies/VOO,3,4433,12.0,Success
2025-06-09,https://ycharts.com/companies/JEPQ/dividend_yield,5,2845,8.11,Success
2025-06-09,https://ycharts.com/companies/L.TO/profit_margin,1,29,6.48,Success
2025-06-09,https://ycharts.com/companies/TSLY/dividend_yield,3,2048,8.71,Success
2025-06-09,https://ycharts.com/companies/TSM/chart/,0,0,0,No data
2025-06-09,https://ycharts.com/companies/AAPL/chart/,0,19340,11.8,Success
2025-06-09,https://ycharts.com/companies/LLY/pe_ratio,1,2421,10.56,Success
2025-06-09,https://ycharts.com/companies/NVDA/shares_outstanding,5,1521,5.27,Success
2025-06-09,https://ycharts.com/companies/SU.TO/dividend,7,1112,8.47,Success
2025-06-09,https://ycharts.com/companies/VOO/chart/,0,0,0,No data
2025-06-09,https://ycharts.com/companies/CFLT/ps_ratio,1,11,3.91,Success
2025-06-09,https://ycharts.com/companies/KBH,0,0,0,No data
2025-06-09,https://ycharts.com/companies/NVDA/gross_profit_margin,1,595,5.82,Success
2025-06-09,https://ycharts.com/companies/PYPL/stock_buyback,3,49,5.14,Success
2025-06-09,https://ycharts.com/companies/CVE.TO/dividend,6,346,7.55,Success
2025-06-09,https://ycharts.com/companies/DIV/dividend_yield,4,380,39.35,Success
2025-06-09,https://ycharts.com/companies/MSTY/dividend_yield,7,985,9.54,Success
2025-06-09,https://ycharts.com/companies/UNH/free_cash_flow_ttm,1,60,4.37,Success
2025-06-09,https://ycharts.com/companies/MARA/shares_outstanding,5,193,5.64,Success
2025-06-09,https://ycharts.com/companies/SPYI/dividend_yield,4,1564,8.44,Success
2025-06-09,https://ycharts.com/companies/CM.TO/dividend,7,844,10.12,Success
2025-06-09,https://ycharts.com/companies/GME/shares_outstanding,2,513,13.5,Success
2025-06-09,https://ycharts.com/companies/TCEHY/pe_ratio,6,225,4.52,Success
2025-06-09,https://ycharts.com/companies/AGG,1,2308,12.35,Success
2025-06-09,https://ycharts.com/companies/BND/dividend_yield,3,463,7.57,Success
2025-06-09,https://ycharts.com/companies/HIMS/ps_ratio,4,105,3.36,Success
2025-06-09,https://ycharts.com/companies/MSFT/stock_buyback,6,127,6.15,Success
2025-06-09,https://ycharts.com/companies/TLT,2,12477,11.0,Success
2025-06-09,https://ycharts.com/companies/TSLA/debt_equity_ratio,3,440,7.09,Success
2025-06-09,https://ycharts.com/companies/WMT/stock_buyback,1,17,10.35,Success
2025-06-09,https://ycharts.com/companies/ACWI,4,997,10.1,Success
2025-06-09,https://ycharts.com/companies/GOOGL/chart/,0,0,0,No data
2025-06-09,https://ycharts.com/companies/PDI/net_asset_value,4,72,9.6,Success
2025-06-09,https://ycharts.com/companies/VTI/dividend_yield,5,1231,6.23,Success
2025-06-09,https://ycharts.com/companies/BRK.A/pe_ratio,8,525,7.34,Success
2025-06-09,https://ycharts.com/companies/IONQ,0,0,0,No data
2025-06-09,https://ycharts.com/companies/JD/pe_ratio,3,85,3.94,Success
2025-06-09,https://ycharts.com/companies/JEPI/dividend,5,1810,10.34,Success
2025-06-09,https://ycharts.com/companies/SPY/chart/,1,2159,10.07,Success
2025-06-09,https://ycharts.com/companies/AL/chart/,6,162,6.49,Success
2025-06-09,https://ycharts.com/companies/AMD/pe_ratio,5,1083,6.16,Success
2025-06-09,https://ycharts.com/companies/BMO.TO/dividend,4,630,9.88,Success
2025-06-09,https://ycharts.com/companies/NVDY/dividend_yield,1,1305,9.55,Success
2025-06-09,https://ycharts.com/companies/BYDDF/gross_profit_margin,4,694,4.96,Success
2025-06-09,https://ycharts.com/companies/NKE/pe_ratio,4,1153,8.57,Success
2025-06-09,https://ycharts.com/companies/OBTC/discount_or_premium_to_nav,1,27,10.96,Success
2025-06-09,https://ycharts.com/companies/TSLA/stock_buyback,3,83,4.72,Success
2025-06-09,https://ycharts.com/companies/NVDA/revenues,7,525,15.16,Success
2025-06-09,https://ycharts.com/companies/QQQI/dividend_yield,9,2466,8.9,Success
2025-06-09,https://ycharts.com/companies/TSLA/ps_ratio,2,21688,12.52,Success
2025-06-09,https://ycharts.com/companies/BUD,5,2628,11.1,Success
2025-06-09,https://ycharts.com/companies/PEP/stock_buyback,4,40,4.7,Success
2025-06-09,https://ycharts.com/companies/TSLA/shares_outstanding,1,1121,7.25,Success
2025-06-09,https://ycharts.com/companies/OXLC/net_asset_value,4,114,5.03,Success
2025-06-09,https://ycharts.com/companies/TSLA/capex,0,0,0,No data
2025-06-09,https://ycharts.com/companies/BABA/shares_outstanding,2,50,11.14,Success
2025-06-09,https://ycharts.com/companies/HYI/discount_or_premium_to_nav,0,0,0,No data
2025-06-09,https://ycharts.com/companies/LVMUY/pe_ratio,8,214,3.18,Success
2025-06-09,https://ycharts.com/companies/META,2,6013,15.98,Success
2025-06-09,https://ycharts.com/companies/UNH/price_to_book_value,1,82,6.32,Success
2025-06-09,https://ycharts.com/companies/VOO/total_assets_under_management,3,304,5.57,Success
2025-06-09,https://ycharts.com/companies/AAPL/one_year_total_return,2,15180,11.62,Success
2025-06-09,https://ycharts.com/companies/AQN.TO/dividend,5,413,9.32,Success
2025-06-09,https://ycharts.com/companies/CMWAY/pe_ratio,4,118,6.33,Success
2025-06-09,https://ycharts.com/companies/CONY/dividend_yield,2,1273,10.01,Success
2025-06-09,https://ycharts.com/companies/GLD,0,2289,14.23,Success
2025-06-09,https://ycharts.com/companies/MULN/shares_outstanding,3,217,4.74,Success
2025-06-09,https://ycharts.com/companies/BA,1,701,22.95,Success
2025-06-09,https://ycharts.com/companies/BYDDF/debt_equity_ratio,12,419,4.86,Success
2025-06-09,https://ycharts.com/companies/MSTR/average_volume_30,3,133,5.59,Success
2025-06-09,https://ycharts.com/companies/TSLA/revenues,3,289,12.84,Success
2025-06-09,https://ycharts.com/companies/XEI.TO/dividend_yield,7,347,7.13,Success
2025-06-09,https://ycharts.com/companies/XIACY/pe_ratio,0,0,0,No data
2025-06-09,https://ycharts.com/companies/AAPL/debt_equity_ratio,1,8100,10.47,Success
2025-06-09,https://ycharts.com/companies/AMD/chart/,0,0,0,No data
2025-06-09,https://ycharts.com/companies/CU.TO/dividend,3,233,9.21,Success
